date,gameid
20210403,SSWO0
20210404,HTOB0
20210404,LTSK0
20210404,LGNC0
20210404,HHKT0
20210404,SSWO0
20210406,SSOB0
20210406,HHSK0
20210406,LTNC0
20210406,LGKT0
20210406,HTWO0
20210407,SSOB0
20210407,HHSK0
20210407,LTNC0
20210407,LGKT0
20210407,HTWO0
20210408,SSOB0
20210408,HHSK0
20210408,LTNC0
20210408,LGKT0
20210408,HTWO0
20210409,SKLG0
20210409,WOLT0
20210409,KTSS0
20210409,NCHT0
20210409,OBHH0
20210410,SKLG0
20210410,KTSS0
20210410,WOLT0
20210410,NCHT0
20210410,OBHH0
20210411,SKLG0
20210411,WOLT0
20210411,KTSS0
20210411,NCHT0
20210411,OBHH0
20210413,KTOB0
20210413,NCSK0
20210413,HHSS0
20210413,LTHT0
20210413,LGWO0
20210414,KTOB0
20210414,NCSK0
20210414,HHSS0
20210414,LTHT0
20210414,LGWO0
20210415,KTOB0
20210415,NCSK0
20210415,HHSS0
20210415,LTHT0
20210415,LGWO0
20210416,OBLG0
20210416,HTSK0
20210416,SSLT0
20210416,WOKT0
20210416,HHNC0
20210417,HTSK0
20210417,OBLG0
20210417,SSLT0
20210417,HHNC0
20210417,WOKT0
20210418,OBLG0
20210418,HTSK0
20210418,SSLT0
20210418,HHNC0
20210418,WOKT0
20210420,HTLG0
20210420,OBLT0
20210420,SKSS0
20210420,KTNC0
20210420,WOHH0
20210421,HTLG0
20210421,OBLT0
20210421,SKSS0
20210421,KTNC0
20210421,WOHH0
20210422,HTLG0
20210422,OBLT0
20210422,SKSS0
20210422,KTNC0
20210422,WOHH0
20210423,NCOB0
20210423,LTKT0
20210423,SSHT0
20210423,SKWO0
20210423,LGHH0
20210424,SKWO0
20210424,LGHH0
20210424,NCOB0
20210424,LTKT0
20210424,SSHT0
20210425,NCOB0
20210425,LTKT0
20210425,SSHT0
20210425,SKWO0
20210425,LGHH0
20210427,LTLG0
20210427,KTSK0
20210427,NCSS0
20210427,HHHT0
20210427,OBWO0
20210428,LTLG0
20210428,KTSK0
20210428,NCSS0
20210428,HHHT0
20210428,OBWO0
20210429,LTLG0
20210429,KTSK0
20210429,NCSS0
20210429,HHHT0
20210429,OBWO0
20210430,SKOB0
20210430,HHLT0
20210430,LGSS0
20210430,HTKT0
20210430,WONC0
